date,degradation_state,daily_stress,daily_damage,daily_recovery
2017-10-10,0.0,0.0,0.0,4.5
2017-10-11,0.0,0.0,0.0,4.5
2017-10-12,0.0,0.0,0.0,4.5
2017-10-13,0.0,0.0,0.0,4.5
2017-10-14,0.0,0.0,0.0,4.5
2017-10-15,0.0,0.0,0.0,4.5
2017-10-16,0.0,0.0,0.0,4.5
2017-10-17,0.0,0.0,0.0,4.5
2017-10-18,0.0,0.0,0.0,4.5
2017-10-19,0.0,0.0,0.0,4.5
2017-10-20,0.0,0.0,0.0,4.5
2017-10-21,0.0,0.0,0.0,4.5
2017-10-22,0.0,0.0,0.0,4.5
2017-10-23,0.0,0.0,0.0,4.5
2017-10-24,0.0,0.0,0.0,4.5
2017-10-25,0.0,0.0,0.0,4.5
2017-10-26,0.0,0.0,0.0,4.5
2017-10-27,0.0,0.0,0.0,4.5
2017-10-28,0.0,0.0,0.0,4.5
2017-10-29,0.0,0.0,0.0,4.5
2017-10-30,0.0,0.0,0.0,4.5
2017-10-31,0.0,0.0,0.0,4.5
2017-11-01,0.0,0.0,0.0,4.5
2017-11-02,0.0,0.0,0.0,4.5
2017-11-03,0.0,0.0,0.0,4.5
2017-11-04,0.0,0.0,0.0,4.5
2017-11-05,0.0,0.0,0.0,4.5
2017-11-06,0.0,0.0,0.0,4.5
2017-11-07,0.0,0.0,0.0,4.5
2017-11-08,0.0,0.0,0.0,4.5
2017-11-09,0.0,0.0,0.0,4.5
2017-11-10,0.0,0.0,0.0,4.5
2017-11-11,0.0,0.0,0.0,4.5
2017-11-12,0.0,0.0,0.0,4.5
2017-11-13,0.0,0.0,0.0,4.5
2017-11-14,0.0,0.0,0.0,4.5
2017-11-15,0.0,0.0,0.0,4.5
2017-11-16,0.0,0.0,0.0,4.5
2017-11-17,0.0,0.0,0.0,4.5
2017-11-18,0.0,0.0,0.0,4.5
2017-11-19,0.0,0.0,0.0,4.5
2017-11-20,0.0,0.0,0.0,4.5
2017-11-21,0.0,0.0,0.0,4.5
2017-11-22,0.0,0.0,0.0,4.5
2017-11-23,0.0,0.0,0.0,4.5
2017-11-24,0.0,0.0,0.0,4.5
2017-11-25,0.0,0.0,0.0,4.5
2017-11-26,0.0,0.0,0.0,4.5
2017-11-27,0.0,0.0,0.0,4.5
2017-11-28,0.0,0.0,0.0,4.5
2017-11-29,0.0,0.0,0.0,4.5
2017-11-30,0.0,0.0,0.0,4.5
2017-12-01,0.0,0.0,0.0,4.5
2017-12-02,0.0,0.0,0.0,4.5
2017-12-03,0.0,0.0,0.0,4.5
2017-12-04,0.0,0.0,0.0,4.5
2017-12-05,0.0,0.0,0.0,4.5
2017-12-06,0.0,0.0,0.0,4.5
2017-12-07,0.0,0.0,0.0,4.5
2017-12-08,0.0,0.0,0.0,4.5
2017-12-09,0.0,0.0,0.0,4.5
2017-12-10,0.0,0.0,0.0,4.5
2017-12-11,0.0,0.0,0.0,4.5
2017-12-12,0.0,0.0,0.0,4.5
2017-12-13,0.0,0.0,0.0,4.5
2017-12-14,0.0,0.0,0.0,4.5
2017-12-15,0.0,0.0,0.0,4.5
2017-12-16,0.0,0.0,0.0,4.5
2017-12-17,0.0,0.0,0.0,4.5
2017-12-18,0.0,0.0,0.0,4.5
2017-12-19,0.0,0.0,0.0,4.5
2017-12-20,0.0,0.0,0.0,4.5
2017-12-21,0.0,0.0,0.0,4.5
2017-12-22,0.0,0.0,0.0,4.5
2017-12-23,0.0,0.0,0.0,4.5
2017-12-24,0.0,0.0,0.0,4.5
2017-12-25,0.0,0.0,0.0,4.5
2017-12-26,0.0,0.0,0.0,4.5
2017-12-27,0.0,0.0,0.0,4.5
2017-12-28,0.0,0.0,0.0,4.5
2017-12-29,0.0,0.0,0.0,4.5
2017-12-30,0.0,0.0,0.0,4.5
2017-12-31,0.0,0.0,0.0,4.5
2018-01-01,0.0,0.0,0.0,4.5
2018-01-02,0.0,0.0,0.0,4.5
2018-01-03,0.0,0.0,0.0,4.5
2018-01-04,0.0,0.0,0.0,4.5
2018-01-05,0.0,0.0,0.0,4.5
2018-01-06,0.0,0.0,0.0,4.5
2018-01-07,0.0,0.0,0.0,4.5
2018-01-08,0.0,0.0,0.0,4.5
2018-01-09,0.0,0.0,0.0,4.5
2018-01-10,0.0,0.0,0.0,4.5
2018-01-11,0.0,0.0,0.0,4.5
2018-01-12,0.0,0.0,0.0,4.5
2018-01-13,0.0,0.0,0.0,4.5
2018-01-14,0.0,0.0,0.0,4.5
2018-01-15,0.0,0.0,0.0,4.5
2018-01-16,0.0,0.0,0.0,4.5
2018-01-17,0.0,0.0,0.0,4.5
2018-01-18,0.0,0.0,0.0,4.5
2018-01-19,0.0,0.0,0.0,4.5
2018-01-20,0.0,0.0,0.0,4.5
2018-01-21,0.0,0.0,0.0,4.5
2018-01-22,0.0,0.0,0.0,4.5
2018-01-23,0.0,0.0,0.0,4.5
2018-01-24,0.0,0.0,0.0,4.5
2018-01-25,0.0,0.0,0.0,4.5
2018-01-26,0.0,0.0,0.0,4.5
2018-01-27,0.0,0.0,0.0,4.5
2018-01-28,0.0,0.0,0.0,4.5
2018-01-29,0.0,0.0,0.0,4.5
2018-01-30,0.0,0.0,0.0,4.5
2018-01-31,0.0,0.0,0.0,4.5
2018-02-01,0.0,0.0,0.0,4.5
2018-02-02,0.0,0.0,0.0,4.5
2018-02-03,0.0,0.0,0.0,4.5
2018-02-04,0.0,0.0,0.0,4.5
2018-02-05,0.0,0.0,0.0,4.5
2018-02-06,0.0,0.0,0.0,4.5
2018-02-07,0.0,0.0,0.0,4.5
2018-02-08,0.0,0.0,0.0,4.5
2018-02-09,0.0,0.0,0.0,4.5
2018-02-10,0.0,0.0,0.0,4.5
2018-02-11,0.0,0.0,0.0,4.5
2018-02-12,0.0,0.0,0.0,4.5
2018-02-13,0.0,0.0,0.0,4.5
2018-02-14,0.0,0.0,0.0,4.5
2018-02-15,0.0,0.0,0.0,4.5
2018-02-16,0.0,0.0,0.0,4.5
2018-02-17,0.0,0.0,0.0,4.5
2018-02-18,0.0,0.0,0.0,4.5
2018-02-19,0.0,0.0,0.0,4.5
2018-02-20,0.0,0.0,0.0,4.5
2018-02-21,0.0,0.0,0.0,4.5
2018-02-22,0.0,0.0,0.0,4.5
2018-02-23,0.0,0.0,0.0,4.5
2018-02-24,0.0,0.0,0.0,4.5
2018-02-25,0.0,0.0,0.0,4.5
2018-02-26,0.0,0.0,0.0,4.5
2018-02-27,0.0,0.0,0.0,4.5
2018-02-28,0.0,0.0,0.0,4.5
2018-03-01,0.0,0.0,0.0,4.5
2018-03-02,0.0,0.0,0.0,4.5
2018-03-03,0.0,0.0,0.0,4.5
2018-03-04,0.0,0.0,0.0,4.5
2018-03-05,0.0,0.0,0.0,4.5
2018-03-06,0.0,0.0,0.0,4.5
2018-03-07,0.0,0.0,0.0,4.5
2018-03-08,0.0,0.0,0.0,4.5
2018-03-09,0.0,0.0,0.0,4.5
2018-03-10,0.0,0.0,0.0,4.5
2018-03-11,0.0,0.0,0.0,4.5
2018-03-12,0.0,0.0,0.0,4.5
2018-03-13,0.0,0.0,0.0,4.5
2018-03-14,0.0,0.0,0.0,4.5
2018-03-15,0.0,0.0,0.0,4.5
2018-03-16,0.0,0.0,0.0,4.5
2018-03-17,0.0,0.0,0.0,4.5
2018-03-18,0.0,0.0,0.0,4.5
2018-03-19,0.0,0.0,0.0,4.5
2018-03-20,0.0,0.0,0.0,4.5
2018-03-21,0.0,0.0,0.0,4.5
2018-03-22,0.0,0.0,0.0,4.5
2018-03-23,0.0,0.0,0.0,4.5
2018-03-24,0.0,0.0,0.0,4.5
2018-03-25,0.0,0.0,0.0,4.5
2018-03-26,0.0,0.0,0.0,4.5
2018-03-27,0.0,0.0,0.0,4.5
2018-03-28,0.0,0.0,0.0,4.5
2018-03-29,0.0,0.0,0.0,4.5
2018-03-30,0.0,0.0,0.0,4.5
2018-03-31,0.0,0.0,0.0,4.5
2018-04-01,0.0,0.0,0.0,4.5
2018-04-02,0.0,0.0,0.0,4.5
2018-04-03,0.0,0.0,0.0,4.5
2018-04-04,0.0,0.0,0.0,4.5
2018-04-05,0.0,0.0,0.0,4.5
2018-04-06,0.0,0.0,0.0,4.5
2018-04-07,0.0,0.0,0.0,4.5
2018-04-08,0.0,0.0,0.0,4.5
2018-04-09,0.0,0.0,0.0,4.5
2018-04-10,0.0,0.0,0.0,4.5
2018-04-11,0.0,0.0,0.0,4.5
2018-04-12,0.0,0.0,0.0,4.5
2018-04-13,0.0,0.0,0.0,4.5
2018-04-14,0.0,0.0,0.0,4.5
2018-04-15,0.0,0.0,0.0,4.5
2018-04-16,0.0,0.0,0.0,4.5
2018-04-17,0.0,0.0,0.0,4.5
2018-04-18,0.0,0.0,0.0,4.5
2018-04-19,0.0,0.0,0.0,4.5
2018-04-20,0.0,0.0,0.0,4.5
2018-04-21,0.0,0.0,0.0,4.5
2018-04-22,0.0,0.0,0.0,4.5
2018-04-23,0.0,0.0,0.0,4.5
2018-04-24,0.0,0.0,0.0,4.5
2018-04-25,0.0,0.0,0.0,4.5
2018-04-26,0.0,0.0,0.0,4.5
2018-04-27,0.0,0.0,0.0,4.5
2018-04-28,0.0,0.0,0.0,4.5
2018-04-29,0.0,0.0,0.0,4.5
2018-04-30,0.0,0.0,0.0,4.5
2018-05-01,0.034,0.022996,0.034494,0.0
2018-05-02,0.056,0.014531,0.021796,0.0
2018-05-03,0.112,0.037429,0.056143,0.0
2018-05-04,0.126,0.008758,0.013137,0.0
2018-05-05,0.147,0.014531,0.021796,0.0
2018-05-06,0.152,0.007304,0.010956,4.5
2018-05-07,0.166,0.009484,0.014225,0.0
2018-05-08,0.178,0.008031,0.012047,0.0
2018-05-09,0.179,0.005847,0.00877,4.5
2018-05-10,0.194,0.010208,0.015312,0.0
2018-05-11,0.216,0.014531,0.021796,0.0
2018-05-12,0.215,0.005847,0.00877,4.5
2018-05-13,0.232,0.011654,0.017481,0.0
2018-05-14,0.303,0.047293,0.070939,0.0
2018-05-15,0.339,0.024076,0.036114,0.0
2018-05-16,0.379,0.026928,0.040392,0.0
2018-05-17,0.424,0.03008,0.04512,0.0
2018-05-18,0.467,0.02846,0.04269,0.0
2018-05-19,0.502,0.023688,0.035532,0.0
2018-05-20,0.536,0.022996,0.034494,0.0
2018-05-21,0.587,0.033746,0.050618,0.0
2018-05-22,0.623,0.024377,0.036566,0.0
2018-05-23,0.652,0.019503,0.029255,0.0
2018-05-24,0.692,0.02695,0.040425,0.0
2018-05-25,0.661,0.0,0.0,4.5
2018-05-26,0.631,0.0,0.0,4.5
2018-05-27,0.603,0.0,0.0,4.5
2018-05-28,0.576,0.0,0.0,4.5
2018-05-29,0.55,0.0,0.0,4.5
2018-05-30,0.525,0.0,0.0,4.5
2018-05-31,0.501,0.0,0.0,4.5
2018-06-01,0.479,0.0,0.0,4.5
2018-06-02,0.457,0.0,0.0,4.5
2018-06-03,0.437,0.0,0.0,4.5
2018-06-04,0.417,0.0,0.0,4.5
2018-06-05,0.398,0.0,0.0,4.5
2018-06-06,0.38,0.0,0.0,4.5
2018-06-07,0.363,0.0,0.0,4.5
2018-06-08,0.347,0.0,0.0,4.5
2018-06-09,0.331,0.0,0.0,4.5
2018-06-10,0.316,0.0,0.0,4.5
2018-06-11,0.302,0.0,0.0,4.5
2018-06-12,0.289,0.0,0.0,4.5
2018-06-13,0.276,0.0,0.0,4.5
2018-06-14,0.263,0.0,0.0,4.5
2018-06-15,0.251,0.0,0.0,4.5
2018-06-16,0.24,0.0,0.0,4.5
2018-06-17,0.229,0.0,0.0,4.5
2018-06-18,0.219,0.0,0.0,4.5
2018-06-19,0.209,0.0,0.0,4.5
2018-06-20,0.2,0.0,0.0,4.5
2018-06-21,0.191,0.0,0.0,4.5
2018-06-22,0.182,0.0,0.0,4.5
2018-06-23,0.174,0.0,0.0,4.5
2018-06-24,0.166,0.0,0.0,4.5
2018-06-25,0.159,0.0,0.0,4.5
2018-06-26,0.151,0.0,0.0,4.5
2018-06-27,0.145,0.0,0.0,4.5
2018-06-28,0.138,0.0,0.0,4.5
2018-06-29,0.132,0.0,0.0,4.5
2018-06-30,0.126,0.0,0.0,4.5
2018-07-01,0.12,0.0,0.0,4.5
2018-07-02,0.115,0.0,0.0,4.5
2018-07-03,0.11,0.0,0.0,4.5
2018-07-04,0.105,0.0,0.0,4.5
2018-07-05,0.1,0.0,0.0,4.5
2018-07-06,0.096,0.0,0.0,4.5
2018-07-07,0.091,0.0,0.0,4.5
2018-07-08,0.087,0.0,0.0,4.5
2018-07-09,0.083,0.0,0.0,4.5
2018-07-10,0.08,0.0,0.0,4.5
2018-07-11,0.076,0.0,0.0,4.5
2018-07-12,0.073,0.0,0.0,4.5
2018-07-13,0.069,0.0,0.0,4.5
2018-07-14,0.066,0.0,0.0,4.5
2018-07-15,0.063,0.0,0.0,4.5
2018-07-16,0.06,0.0,0.0,4.5
2018-07-17,0.058,0.0,0.0,4.5
2018-07-18,0.055,0.0,0.0,4.5
2018-07-19,0.053,0.0,0.0,4.5
2018-07-20,0.05,0.0,0.0,4.5
2018-07-21,0.048,0.0,0.0,4.5
2018-07-22,0.046,0.0,0.0,4.5
2018-07-23,0.044,0.0,0.0,4.5
2018-07-24,0.042,0.0,0.0,4.5
2018-07-25,0.04,0.0,0.0,4.5
2018-07-26,0.038,0.0,0.0,4.5
2018-07-27,0.036,0.0,0.0,4.5
2018-07-28,0.035,0.0,0.0,4.5
2018-07-29,0.033,0.0,0.0,4.5
2018-07-30,0.032,0.0,0.0,4.5
2018-07-31,0.03,0.0,0.0,4.5
2018-08-01,0.029,0.0,0.0,4.5
2018-08-02,0.028,0.0,0.0,4.5
2018-08-03,0.026,0.0,0.0,4.5
2018-08-04,0.025,0.0,0.0,4.5
2018-08-05,0.024,0.0,0.0,4.5
2018-08-06,0.023,0.0,0.0,4.5
2018-08-07,0.022,0.0,0.0,4.5
2018-08-08,0.021,0.0,0.0,4.5
2018-08-09,0.02,0.0,0.0,4.5
2018-08-10,0.019,0.0,0.0,4.5
2018-08-11,0.018,0.0,0.0,4.5
2018-08-12,0.017,0.0,0.0,4.5
2018-08-13,0.017,0.0,0.0,4.5
2018-08-14,0.016,0.0,0.0,4.5
2018-08-15,0.015,0.0,0.0,4.5
2018-08-16,0.014,0.0,0.0,4.5
2018-08-17,0.014,0.0,0.0,4.5
2018-08-18,0.013,0.0,0.0,4.5
2018-08-19,0.013,0.0,0.0,4.5
2018-08-20,0.012,0.0,0.0,4.5
2018-08-21,0.011,0.0,0.0,4.5
2018-08-22,0.011,0.0,0.0,4.5
2018-08-23,0.01,0.0,0.0,4.5
2018-08-24,0.01,0.0,0.0,4.5
2018-08-25,0.01,0.0,0.0,4.5
2018-08-26,0.009,0.0,0.0,4.5
2018-08-27,0.009,0.0,0.0,4.5
2018-08-28,0.008,0.0,0.0,4.5
2018-08-29,0.008,0.0,0.0,4.5
2018-08-30,0.008,0.0,0.0,4.5
2018-08-31,0.007,0.0,0.0,4.5
2018-09-01,0.007,0.0,0.0,4.5
2018-09-02,0.007,0.0,0.0,4.5
2018-09-03,0.006,0.0,0.0,4.5
2018-09-04,0.006,0.0,0.0,4.5
2018-09-05,0.006,0.0,0.0,4.5
2018-09-06,0.006,0.0,0.0,4.5
2018-09-07,0.005,0.0,0.0,4.5
2018-09-08,0.005,0.0,0.0,4.5
2018-09-09,0.005,0.0,0.0,4.5
2018-09-10,0.005,0.0,0.0,4.5
2018-09-11,0.004,0.0,0.0,4.5
2018-09-12,0.004,0.0,0.0,4.5
2018-09-13,0.004,0.0,0.0,4.5
2018-09-14,0.004,0.0,0.0,4.5
2018-09-15,0.004,0.0,0.0,4.5
2018-09-16,0.003,0.0,0.0,4.5
2018-09-17,0.003,0.0,0.0,4.5
2018-09-18,0.003,0.0,0.0,4.5
2018-09-19,0.003,0.0,0.0,4.5
2018-09-20,0.003,0.0,0.0,4.5
2018-09-21,0.003,0.0,0.0,4.5
2018-09-22,0.003,0.0,0.0,4.5
2018-09-23,0.003,0.0,0.0,4.5
2018-09-24,0.002,0.0,0.0,4.5
2018-09-25,0.002,0.0,0.0,4.5
2018-09-26,0.002,0.0,0.0,4.5
2018-09-27,0.002,0.0,0.0,4.5
2018-09-28,0.002,0.0,0.0,4.5
2018-09-29,0.002,0.0,0.0,4.5
2018-09-30,0.002,0.0,0.0,4.5
2018-10-01,0.002,0.0,0.0,4.5
2018-10-02,0.002,0.0,0.0,4.5
2018-10-03,0.002,0.0,0.0,4.5
2018-10-04,0.002,0.0,0.0,4.5
2018-10-05,0.001,0.0,0.0,4.5
2018-10-06,0.001,0.0,0.0,4.5
2018-10-07,0.001,0.0,0.0,4.5
2018-10-08,0.001,0.0,0.0,4.5
2018-10-09,0.001,0.0,0.0,4.5
2018-10-10,0.001,0.0,0.0,4.5
2018-10-11,0.001,0.0,0.0,4.5
2018-10-12,0.001,0.0,0.0,4.5
2018-10-13,0.001,0.0,0.0,4.5
2018-10-14,0.001,0.0,0.0,4.5
2018-10-15,0.001,0.0,0.0,4.5
2018-10-16,0.001,0.0,0.0,4.5
2018-10-17,0.001,0.0,0.0,4.5
2018-10-18,0.001,0.0,0.0,4.5
2018-10-19,0.001,0.0,0.0,4.5
2018-10-20,0.001,0.0,0.0,4.5
2018-10-21,0.001,0.0,0.0,4.5
2018-10-22,0.001,0.0,0.0,4.5
2018-10-23,0.001,0.0,0.0,4.5
2018-10-24,0.001,0.0,0.0,4.5
2018-10-25,0.001,0.0,0.0,4.5
2018-10-26,0.001,0.0,0.0,4.5
2018-10-27,0.001,0.0,0.0,4.5
2018-10-28,0.001,0.0,0.0,4.5
2018-10-29,0.0,0.0,0.0,4.5
2018-10-30,0.0,0.0,0.0,4.5
2018-10-31,0.0,0.0,0.0,4.5
2018-11-01,0.0,0.0,0.0,4.5
2018-11-02,0.0,0.0,0.0,4.5
2018-11-03,0.0,0.0,0.0,4.5
2018-11-04,0.0,0.0,0.0,4.5
2018-11-05,0.0,0.0,0.0,4.5
2018-11-06,0.0,0.0,0.0,4.5
2018-11-07,0.0,0.0,0.0,4.5
2018-11-08,0.0,0.0,0.0,4.5
2018-11-09,0.0,0.0,0.0,4.5
2018-11-10,0.0,0.0,0.0,4.5
2018-11-11,0.0,0.0,0.0,4.5
2018-11-12,0.0,0.0,0.0,4.5
2018-11-13,0.0,0.0,0.0,4.5
2018-11-14,0.0,0.0,0.0,4.5
2018-11-15,0.0,0.0,0.0,4.5
2018-11-16,0.0,0.0,0.0,4.5
2018-11-17,0.0,0.0,0.0,4.5
2018-11-18,0.0,0.0,0.0,4.5
2018-11-19,0.0,0.0,0.0,4.5
2018-11-20,0.0,0.0,0.0,4.5
2018-11-21,0.0,0.0,0.0,4.5
2018-11-22,0.0,0.0,0.0,4.5
2018-11-23,0.0,0.0,0.0,4.5
2018-11-24,0.0,0.0,0.0,4.5
2018-11-25,0.0,0.0,0.0,4.5
2018-11-26,0.0,0.0,0.0,4.5
2018-11-27,0.0,0.0,0.0,4.5
2018-11-28,0.0,0.0,0.0,4.5
2018-11-29,0.0,0.0,0.0,4.5
2018-11-30,0.0,0.0,0.0,4.5
2018-12-01,0.0,0.0,0.0,4.5
2018-12-02,0.0,0.0,0.0,4.5
2018-12-03,0.0,0.0,0.0,4.5
2018-12-04,0.0,0.0,0.0,4.5
2018-12-05,0.0,0.0,0.0,4.5
2018-12-06,0.0,0.0,0.0,4.5
2018-12-07,0.0,0.0,0.0,4.5
2018-12-08,0.0,0.0,0.0,4.5
2018-12-09,0.0,0.0,0.0,4.5
2018-12-10,0.0,0.0,0.0,4.5
2018-12-11,0.0,0.0,0.0,4.5
2018-12-12,0.0,0.0,0.0,4.5
2018-12-13,0.0,0.0,0.0,4.5
2018-12-14,0.0,0.0,0.0,4.5
2018-12-15,0.0,0.0,0.0,4.5
2018-12-16,0.0,0.0,0.0,4.5
2018-12-17,0.0,0.0,0.0,4.5
2018-12-18,0.0,0.0,0.0,4.5
2018-12-19,0.0,0.0,0.0,4.5
2018-12-20,0.0,0.0,0.0,4.5
2018-12-21,0.0,0.0,0.0,4.5
2018-12-22,0.0,0.0,0.0,4.5
2018-12-23,0.0,0.0,0.0,4.5
2018-12-24,0.0,0.0,0.0,4.5
2018-12-25,0.0,0.0,0.0,4.5
2018-12-26,0.0,0.0,0.0,4.5
2018-12-27,0.0,0.0,0.0,4.5
2018-12-28,0.0,0.0,0.0,4.5
2018-12-29,0.0,0.0,0.0,4.5
2018-12-30,0.0,0.0,0.0,4.5
2018-12-31,0.0,0.0,0.0,4.5
2019-01-01,0.0,0.0,0.0,4.5
2019-01-02,0.0,0.0,0.0,4.5
2019-01-03,0.0,0.0,0.0,4.5
2019-01-04,0.0,0.0,0.0,4.5
2019-01-05,0.0,0.0,0.0,4.5
2019-01-06,0.0,0.0,0.0,4.5
2019-01-07,0.0,0.0,0.0,4.5
2019-01-08,0.0,0.0,0.0,4.5
2019-01-09,0.0,0.0,0.0,4.5
2019-01-10,0.0,0.0,0.0,4.5
2019-01-11,0.0,0.0,0.0,4.5
2019-01-12,0.0,0.0,0.0,4.5
2019-01-13,0.0,0.0,0.0,4.5
2019-01-14,0.0,0.0,0.0,4.5
2019-01-15,0.0,0.0,0.0,4.5
2019-01-16,0.0,0.0,0.0,4.5
2019-01-17,0.0,0.0,0.0,4.5
2019-01-18,0.0,0.0,0.0,4.5
2019-01-19,0.0,0.0,0.0,4.5
2019-01-20,0.0,0.0,0.0,4.5
2019-01-21,0.0,0.0,0.0,4.5
2019-01-22,0.0,0.0,0.0,4.5
2019-01-23,0.0,0.0,0.0,4.5
2019-01-24,0.0,0.0,0.0,4.5
2019-01-25,0.0,0.0,0.0,4.5
2019-01-26,0.0,0.0,0.0,4.5
2019-01-27,0.0,0.0,0.0,4.5
2019-01-28,0.0,0.0,0.0,4.5
2019-01-29,0.0,0.0,0.0,4.5
2019-01-30,0.0,0.0,0.0,4.5
2019-01-31,0.0,0.0,0.0,4.5
2019-02-01,0.0,0.0,0.0,4.5
2019-02-02,0.0,0.0,0.0,4.5
2019-02-03,0.0,0.0,0.0,4.5
2019-02-04,0.0,0.0,0.0,4.5
2019-02-05,0.0,0.0,0.0,4.5
2019-02-06,0.0,0.0,0.0,4.5
2019-02-07,0.0,0.0,0.0,4.5
2019-02-08,0.0,0.0,0.0,4.5
2019-02-09,0.0,0.0,0.0,4.5
2019-02-10,0.0,0.0,0.0,4.5
2019-02-11,0.0,0.0,0.0,4.5
2019-02-12,0.0,0.0,0.0,4.5
2019-02-13,0.0,0.0,0.0,4.5
2019-02-14,0.0,0.0,0.0,4.5
2019-02-15,0.0,0.0,0.0,4.5
2019-02-16,0.0,0.0,0.0,4.5
2019-02-17,0.0,0.0,0.0,4.5
2019-02-18,0.0,0.0,0.0,4.5
2019-02-19,0.0,0.0,0.0,4.5
2019-02-20,0.0,0.0,0.0,4.5
2019-02-21,0.0,0.0,0.0,4.5
2019-02-22,0.0,0.0,0.0,4.5
2019-02-23,0.0,0.0,0.0,4.5
2019-02-24,0.0,0.0,0.0,4.5
2019-02-25,0.0,0.0,0.0,4.5
2019-02-26,0.0,0.0,0.0,4.5
2019-02-27,0.0,0.0,0.0,4.5
2019-02-28,0.0,0.0,0.0,4.5
2019-03-01,0.0,0.0,0.0,4.5
2019-03-02,0.0,0.0,0.0,4.5
2019-03-03,0.0,0.0,0.0,4.5
2019-03-04,0.0,0.0,0.0,4.5
2019-03-05,0.0,0.0,0.0,4.5
2019-03-06,0.0,0.0,0.0,4.5
2019-03-07,0.0,0.0,0.0,4.5
2019-03-08,0.0,0.0,0.0,4.5
2019-03-09,0.0,0.0,0.0,4.5
2019-03-10,0.0,0.0,0.0,4.5
2019-03-11,0.0,0.0,0.0,4.5
2019-03-12,0.0,0.0,0.0,4.5
2019-03-13,0.0,0.0,0.0,4.5
2019-03-14,0.0,0.0,0.0,4.5
2019-03-15,0.0,0.0,0.0,4.5
2019-03-16,0.0,0.0,0.0,4.5
2019-03-17,0.0,0.0,0.0,4.5
2019-03-18,0.0,0.0,0.0,4.5
2019-03-19,0.0,0.0,0.0,4.5
2019-03-20,0.0,0.0,0.0,4.5
2019-03-21,0.0,0.0,0.0,4.5
2019-03-22,0.0,0.0,0.0,4.5
2019-03-23,0.0,0.0,0.0,4.5
2019-03-24,0.0,0.0,0.0,4.5
2019-03-25,0.0,0.0,0.0,4.5
2019-03-26,0.0,0.0,0.0,4.5
2019-03-27,0.0,0.0,0.0,4.5
2019-03-28,0.0,0.0,0.0,4.5
2019-03-29,0.0,0.0,0.0,4.5
2019-03-30,0.0,0.0,0.0,4.5
2019-03-31,0.0,0.0,0.0,4.5
2019-04-01,0.0,0.0,0.0,4.5
2019-04-02,0.0,0.0,0.0,4.5
2019-04-03,0.0,0.0,0.0,4.5
2019-04-04,0.0,0.0,0.0,4.5
2019-04-05,0.0,0.0,0.0,4.5
2019-04-06,0.0,0.0,0.0,4.5
2019-04-07,0.0,0.0,0.0,4.5
2019-04-08,0.0,0.0,0.0,4.5
2019-04-09,0.0,0.0,0.0,4.5
2019-04-10,0.0,0.0,0.0,4.5
2019-04-11,0.0,0.0,0.0,4.5
2019-04-12,0.0,0.0,0.0,4.5
2019-04-13,0.0,0.0,0.0,4.5
2019-04-14,0.0,0.0,0.0,4.5
2019-04-15,0.0,0.0,0.0,4.5
2019-04-16,0.0,0.0,0.0,4.5
2019-04-17,0.0,0.0,0.0,4.5
2019-04-18,0.0,0.0,0.0,4.5
2019-04-19,0.0,0.0,0.0,4.5
2019-04-20,0.0,0.0,0.0,4.5
2019-04-21,0.0,0.0,0.0,4.5
2019-04-22,0.0,0.0,0.0,4.5
2019-04-23,0.0,0.0,0.0,4.5
2019-04-24,0.0,0.0,0.0,4.5
2019-04-25,0.0,0.0,0.0,4.5
2019-04-26,0.0,0.0,0.0,4.5
2019-04-27,0.0,0.0,0.0,4.5
2019-04-28,0.0,0.0,0.0,4.5
2019-04-29,0.0,0.0,0.0,4.5
2019-04-30,0.0,0.0,0.0,4.5
2019-05-01,0.0,0.0,0.0,4.5
2019-05-02,0.0,0.0,0.0,4.5
2019-05-03,0.0,0.0,0.0,4.5
2019-05-04,0.0,0.0,0.0,4.5
2019-05-05,0.0,0.0,0.0,4.5
2019-05-06,0.0,0.0,0.0,4.5
2019-05-07,0.0,0.0,0.0,4.5
2019-05-08,0.0,0.0,0.0,4.5
2019-05-09,0.0,0.0,0.0,4.5
2019-05-10,0.0,0.0,0.0,4.5
2019-05-11,0.0,0.0,0.0,4.5
2019-05-12,0.0,0.0,0.0,4.5
2019-05-13,0.0,0.0,0.0,4.5
2019-05-14,0.0,0.0,0.0,4.5
2019-05-15,0.0,0.0,0.0,4.5
2019-05-16,0.0,0.0,0.0,4.5
2019-05-17,0.0,0.0,0.0,4.5
2019-05-18,0.0,0.0,0.0,4.5
2019-05-19,0.0,0.0,0.0,4.5
2019-05-20,0.0,0.0,0.0,4.5
2019-05-21,0.0,0.0,0.0,4.5
2019-05-22,0.0,0.0,0.0,4.5
2019-05-23,0.0,0.0,0.0,4.5
2019-05-24,0.0,0.0,0.0,4.5
2019-05-25,0.0,0.0,0.0,4.5
2019-05-26,0.0,0.0,0.0,4.5
2019-05-27,0.0,0.0,0.0,4.5
2019-05-28,0.0,0.0,0.0,4.5
2019-05-29,0.0,0.0,0.0,4.5
2019-05-30,0.0,0.0,0.0,4.5
2019-05-31,0.0,0.0,0.0,4.5
2019-06-01,0.0,0.0,0.0,4.5
2019-06-02,0.0,0.0,0.0,4.5
2019-06-03,0.0,0.0,0.0,4.5
2019-06-04,0.0,0.0,0.0,4.5
2019-06-05,0.0,0.0,0.0,4.5
2019-06-06,0.0,0.0,0.0,4.5
